secs,dist
1149,7218.07803501758
1150,7214.56484553256
1151,7210.85494444322
1152,7207.09027416646
1153,7203.23711931318
1154,7199.33071777247
1155,7195.35216138527
1156,7191.58622776508
1157,7187.42048960805
1158,7183.05176373433
1159,7179.1386389487
1160,7175.19514027331
1161,7171.01614812272
1162,7167.13264321341
1163,7163.20858869453
1164,7159.28147535036
1165,7155.35741684362
1166,7151.72357633042
1167,7147.80190122414
1168,7143.84514617285
1169,7140.30638016926
1170,7136.84025251046
1171,7133.23912945287
1172,7129.60161857966
1173,7126.80496122294
1174,7123.27470637793
1175,7119.9407081334
1176,7116.65993593709
1177,7113.39553619537
1178,7109.66046811651
1179,7105.61647972328
1180,7101.59121185717
1181,7097.51451101804
1182,7093.52868138542
1183,7089.46350595477
1184,7085.46543354731
1185,7081.45956945279
1186,7077.34295772557
1187,7073.36556476246
1188,7069.4167176029
1189,7065.96943762076
1190,7062.36154495187
1191,7058.78473206915
1192,7055.22589840837
1193,7051.67506506918
1194,7047.89271233298
1195,7044.37876644512
1196,7040.85264071423
1197,7036.96925582972
1198,7033.65961375612
1199,7030.48756597292
1200,7026.53344797656
1201,7022.77427174093
1202,7019.13908149825
1203,7015.79413772196
1204,7012.60326998719
1205,7009.45185594413
1206,7006.24065766727
1207,7003.64816568533
1208,7001.19205841718
1209,6998.45253057713
1210,6995.99208979369
1211,6994.41904967413
1212,6992.98104068126
1273,6988.10954326594
1274,6984.46034681638
1275,6980.71762636386
1276,6977.13828273914
1277,6972.99516429572
1278,6969.2122696094
1279,6964.45840699147
1280,6960.29179177183
1281,6955.72958833625
1282,6951.33640352529
1283,6947.45578469625
1284,6943.99083914545
1285,6939.95090578911
1286,6935.89997936337
1287,6932.41024829738
1288,6928.5006965886
1289,6924.59954943583
1290,6920.42033490834
1291,6916.44704004575
1292,6912.50645472507
1293,6908.31632981745
1294,6904.19583138274
1295,6900.14747811026
1296,6896.41670291474
1297,6892.72540276612
1298,6889.06546168435
1299,6885.36216526039
1300,6881.67242677665
1301,6877.95532735429
1302,6874.22418868729
1303,6870.49561193984
1304,6866.96810763932
1305,6863.75690971629
1306,6860.24577710031
1307,6856.66251133022
1308,6853.27809980411
1309,6849.70575300786
1310,6846.20977983067
1311,6842.71680697599
1312,6839.14160298953
1313,6835.3425385674
1314,6831.27586010525
1315,6827.10936749475
1316,6822.85690746619
1317,6818.84857619918
1318,6814.96662844856
1319,6810.95182163324
1320,6806.84784711333
1321,6802.9931477004
1322,6798.71019928927
1323,6794.5709715292
1324,6790.60302404641
1325,6786.30148945381
1326,6782.43714538841
1327,6778.59240839571
1328,6774.83168240604
1329,6771.18672963443
1330,6767.51001877771
1331,6763.71783784884
1332,6760.03026002942
1333,6755.74211038125
1334,6750.95940788996
1335,6747.04935885334
1336,6743.10608888482
1337,6739.49467270502
1338,6735.99488278517
1339,6731.82257888933
1340,6727.29131273939
1341,6722.43035321983
1342,6717.79994618653
1343,6713.4712574592
1344,6709.10370516713
1345,6704.83002593072
1346,6700.87707520988
1347,6697.26459708986
1348,6693.31165698986
1349,6689.3721267349
1350,6685.29625095859
1351,6680.95189516845
1352,6677.15481412037
1353,6672.78379196277
1354,6668.57997134504
1355,6664.17436527545
1356,6659.35725675404
1357,6654.75767090903
1358,6650.05276189665
1359,6645.0072102021
1360,6640.56410253141
1361,6636.09355764728
1362,6631.48216171279
1363,6626.77279534523
1364,6622.24242448546
1365,6618.3380020167
1366,6614.54318296478
1367,6610.43876219779
1368,6606.67865667116
1369,6602.81119141036
1370,6598.98441045168
1371,6595.2500705758
1372,6591.1426804028
1373,6586.55409993286
1374,6582.31930910464
1375,6577.93868034469
1376,6573.11797821985
1377,6568.40091839834
1378,6564.25758639481
1379,6560.34780226202
1380,6556.16214610169
1381,6551.94087514764
1382,6547.67670566746
1383,6543.25977785878
1384,6539.19010264303
1385,6535.11082197209
1386,6530.86640766098
1387,6526.69149774831
1388,6522.85899304715
1389,6519.15069420304
1390,6515.32886094393
1391,6510.968813926
1392,6506.35546556226
1393,6501.74217900107
1394,6497.17803277403
1395,6492.71640952546
1396,6488.06256943849
1397,6483.41148116059
1398,6479.36579638328
1399,6475.67137197916
1400,6471.43722639988
1401,6467.00423388872
1402,6462.63421586254
1403,6457.93979341219
1404,6453.33512046821
1405,6448.84791582779
1406,6444.50225839506
1407,6439.80539192219
1408,6435.78336764695
1409,6432.08570529914
1410,6427.94355833586
1411,6423.9800978876
1412,6419.62962429555
1413,6415.33371828852
1414,6411.30143436602
1415,6407.11249934062
1416,6403.25223337992
1417,6398.95873944855
1418,6394.47663852602
1419,6390.34739860574
1420,6386.03756761985
1421,6381.52809754583
1422,6376.91640354205
1423,6372.26447586621
1424,6367.54458028169
1425,6362.99166789682
1426,6358.49461978785
1427,6353.89407215218
1428,6349.5170668267
1429,6344.9935448748
1430,6340.62723238426
1431,6335.97433751351
1432,6331.30070390773
1433,6326.430988879
1434,6321.72476204045
1435,6316.72687050428
1436,6312.08876962709
1437,6307.71233886584
1438,6303.58666994827
1439,6299.0877024101
1440,6294.49756413606
1441,6289.77255027035
1442,6285.5560896149
1443,6281.26194330254
1444,6277.11622055181
1445,6272.42975131744
1446,6268.14428273825
1447,6263.67858943771
1448,6259.63315704026
1449,6254.75981187182
1450,6249.83266553085
1451,6245.02472022107
1452,6240.16579531528
1453,6234.90243641876
1454,6229.67573063205
1455,6224.62039909563
1456,6220.00148927883
1457,6215.16339527979
1458,6210.43766999018
1459,6206.37212896555
1460,6202.2602797308
1461,6198.16798533413
1462,6194.60920285137
1463,6190.86631869231
1464,6186.63317910537
1465,6182.40841663271
1466,6179.03221085913
1467,6175.12031118802
1468,6171.07230540311
1469,6167.82034422984
1470,6164.88856854914
1471,6161.92748245117
1472,6158.95491687271
1473,6156.0003982116
1474,6153.5261176561
1475,6151.19281478301
1476,6148.81336409924
1477,6146.5042616654
1478,6143.37773416265
1479,6140.61756881965
1480,6138.60841410035
1481,6136.99370332622
1482,6135.40624151226
1483,6133.52429368581
1484,6131.37828890247
1485,6128.9363381327
1486,6126.4689474209
1487,6124.15281664777
1488,6122.20971835149
1489,6120.07420927786
1490,6117.61067024604
1491,6114.49345967803
1492,6111.7425010301
1493,6108.79777302583
1494,6105.68756238554
1495,6102.68245477883
1496,6099.51545867682
1497,6096.98113693177
1498,6094.41734193241
1499,6091.71260272753
1500,6088.83100290864
1501,6085.48322908528
1502,6082.27502661751
1503,6079.07775278283
1504,6076.24447305318
1505,6073.41595900108
1506,6070.14715867146
1507,6065.54215697711
1508,6060.70371817616
1509,6054.76949705123
1510,6049.48697450357
1511,6044.48695489267
1512,6039.69912306715
1513,6033.99831205362
1514,6028.07727775119
1515,6021.94511133519
1516,6015.88674165044
1517,6010.43026657604
1518,6005.12581339156
1519,5999.43799465985
1520,5993.59893229465
1521,5987.93031380688
1522,5982.0560946723
1523,5976.18793428658
1524,5970.05369527661
1525,5964.46911830388
1526,5959.06733994095
1527,5953.51708830062
1528,5947.94925503052
1529,5941.39286283305
1530,5934.6322128638
1531,5928.56367279812
1532,5922.76881869874
1533,5916.92498522297
1534,5910.89193254651
1535,5905.49993566538
1536,5899.76443640535
1537,5894.11151824825
1538,5887.74589947986
1539,5881.9028110013
1540,5875.03711616883
1541,5868.60346643027
1542,5861.83170408871
1543,5854.99860254469
1544,5848.19419675142
1545,5841.34599132698
1546,5834.68731462761
1547,5827.76731519446
1548,5820.75492579496
1549,5813.89110786759
1550,5807.56816652936
1551,5800.70783602241
1552,5794.04504226139
1553,5787.21197101434
1554,5780.80957031757
1555,5773.89572437633
1556,5767.07841500857
1557,5760.01303937552
1558,5752.44437652405
1559,5745.253224355
1560,5737.58615105544
1561,5729.71869364855
1562,5721.90032145839
1563,5713.99900835852
1564,5706.37931426053
1565,5698.52268772803
1566,5690.68240888715
1567,5683.18172978736
1568,5675.60539830235
1569,5667.85518023094
1570,5660.49912568917
1571,5652.6731443592
1572,5645.28285024251
1573,5638.0651830911
1574,5630.57886918366
1575,5623.19962947615
1576,5615.67049709506
1577,5608.98145209749
1578,5603.25914920143
1579,5598.03490363088
1580,5593.40600382608
1581,5589.38245697607
1582,5585.56410589191
1583,5582.8627886445
1584,5580.35383375034
1585,5578.56556520586
1586,5576.26479315414
1587,5572.76351938041
1588,5569.02841327662
1589,5565.85625950332
1590,5563.89029927665
1591,5562.82807280956
1592,5561.14672598286
1593,5558.82344138377
1594,5555.6056773992
1595,5551.15349736106
1596,5546.72258699864
1597,5542.49351204933
1598,5538.14122401264
1599,5534.15832545426
1600,5530.3253853548
1601,5526.65255877528
1602,5522.94152733776
1603,5519.49194850931
1604,5516.49542796073
1605,5513.28488298791
1606,5509.73671191219
