secs,dist
1607,5506.08186813639
1608,5503.020070353
1609,5499.76723554564
1610,5496.90018632607
1611,5494.81156536124
1612,5492.67758644075
1613,5490.74491305772
1614,5488.78923553628
1615,5486.98555386017
1616,5485.51162086207
1617,5484.51262277397
1618,5483.53000745026
1619,5483.5233501146
1620,5482.60286318437
1621,5482.6356166837
1622,5482.64107451512
1623,5481.94906728718
1624,5481.25705588584
1625,5480.56505450359
1626,5479.87306314421
1627,5477.5158464869
1628,5474.39858233491
1629,5470.97138342401
1630,5467.61516328767
1631,5464.12678610479
1632,5460.14411671979
1633,5456.34463089576
1634,5452.42101245458
1635,5448.9857713239
1636,5445.48243181746
1637,5442.14290010836
1638,5438.58384106201
1639,5435.42027311239
1640,5432.50010249774
1641,5429.33661566899
1642,5426.37713198086
1643,5423.72504840273
1644,5421.19696192821
1645,5419.01716706274
1646,5417.12967821056
1647,5415.94481235805
1648,5414.97290084143
1649,5414.70225142631
1650,5414.26802332937
1651,5414.17402472497
1652,5413.94093766267
1653,5414.0392175607
1706,5414.33038987648
1707,5412.75603041133
1708,5411.16969806754
1709,5408.45381011538
1710,5405.70882075373
1711,5402.41778656181
1712,5398.97054006335
1713,5394.92806605723
1714,5390.72237742085
1715,5386.05661630076
1716,5381.74700269939
1717,5376.92716892974
1718,5372.39579964273
1719,5367.43592299999
1720,5362.38062347063
1721,5356.531826963
1722,5350.71282394132
1723,5344.33231864205
1724,5337.66047145268
1725,5330.90155185751
1726,5323.87678158519
1727,5316.74991850447
1728,5309.11169134242
1729,5301.64918515588
1730,5294.45103827289
1731,5286.6947287772
1732,5278.79736907486
1733,5270.17601228708
1734,5261.18350171705
1735,5251.86885775419
1736,5242.04538924535
1737,5231.44895349293
1738,5222.30403736468
1739,5212.28229838009
1740,5202.55846387453
1741,5192.46797487815
1742,5182.47192810945
1743,5172.45611634891
1744,5161.70075778561
1745,5151.23351528348
1746,5141.29167991301
1747,5132.03549927409
1748,5123.56867109675
1749,5114.54467918782
1750,5105.06565824343
1751,5096.05728199171
1752,5087.4549023835
1753,5077.9885824514
1754,5069.13232012147
1755,5060.40830101164
1756,5051.83667427817
1757,5043.09946948756
1758,5034.18598804266
1759,5025.35859674956
1760,5016.91269078608
1761,5008.56370139628
1762,5000.13489323517
1763,4991.62872739873
1764,4982.88111493331
1765,4973.95580594205
1766,4965.23475406929
1767,4956.75283698339
1768,4948.23567145532
1769,4939.86366744097
1770,4931.26010004383
1771,4922.21850966909
1772,4912.78469927392
1773,4903.28339960936
1774,4894.95410050611
1775,4887.15710199814
1776,4880.09899418196
1777,4873.22769425145
1778,4867.15754930413
1779,4861.11803799074
1780,4854.84549613437
1781,4848.67098526989
1782,4843.29983578662
1783,4838.22787758139
1784,4832.66070264895
1785,4826.965145702
1786,4821.21095339769
1787,4814.89942773661
1788,4808.95248979609
1789,4802.95696924368
1790,4796.99215619178
1791,4791.15060554356
1792,4785.03912831034
1793,4778.42658543082
1794,4771.80110277388
1795,4765.02298782692
1796,4757.91788830347
1797,4750.87964135905
1798,4743.93867171377
1799,4737.26710912054
1800,4730.77395396882
1801,4724.34085050317
1802,4717.85433140762
1803,4711.48104796831
1804,4704.82272316439
1805,4698.40655478721
1806,4692.58159152109
1807,4686.27021874742
1808,4679.77795725944
1809,4673.32943679648
1810,4667.14075290898
1811,4661.78227152718
1812,4655.69858602023
1813,4649.31599527401
1814,4643.04670574091
1815,4636.91967216953
1816,4630.59786151706
1817,4624.06012020286
1818,4617.76692656044
1819,4611.79883490556
1820,4605.55395375719
1821,4599.89109818668
1822,4593.76637816615
1823,4588.30862796609
1824,4582.31631164368
1825,4576.38324001129
1826,4570.59874717853
1827,4565.14112083507
1828,4559.64980964598
1829,4554.0811722779
1830,4548.34891877615
1831,4542.76414153352
1832,4536.80693311358
1833,4531.16115450644
1834,4525.15286921421
1835,4519.32249213993
1836,4513.2865602959
1837,4507.40586384849
1838,4501.25825893923
1839,4495.67650421489
1840,4490.01845583062
1841,4484.22901812694
1842,4478.32110851371
1843,4472.64427088787
1844,4467.26287256859
1845,4462.39162140479
1846,4458.31892962251
1847,4454.4194869784
1848,4450.97811262291
1849,4448.12086808881
1850,4445.55934936631
1851,4443.08686824811
1852,4440.45693366482
1853,4437.41942583813
1854,4433.66845444746
1855,4429.5263891246
1856,4425.069220701
1857,4420.19629866407
1858,4415.74430528136
1859,4410.27958222883
1860,4404.77605818341
1861,4399.070523213
1862,4393.34954835897
1863,4388.14017877699
1864,4381.97618591985
1865,4375.26444151643
1866,4368.57460796228
1867,4361.3993963748
1868,4354.29165996157
1869,4347.02676462875
1870,4339.42264292652
1871,4331.45393792276
1872,4323.04929945218
1873,4314.97424951244
1874,4306.98599647335
1875,4298.54766818141
1876,4290.29979161402
1877,4281.97018879741
1878,4273.44868479553
1879,4265.26316105974
1880,4256.74567768611
1881,4248.04341439221
1882,4239.99721543474
1883,4231.74556908187
1884,4223.3465421339
1885,4214.3315812489
1886,4206.2973184906
1887,4197.80423626792
1888,4189.28215225232
1889,4181.41363123828
1890,4173.13508270853
1891,4164.61058344262
1892,4155.86707489937
1893,4147.1277608162
1894,4138.37931945603
1895,4129.70647978407
1896,4120.87683240529
1897,4112.51353613596
1898,4103.57250349993
1899,4094.55992430463
1900,4085.31024944541
1901,4075.98245167061
1902,4067.24394411694
1903,4058.5194531341
1904,4051.01080867131
1905,4044.02176762855
1906,4037.93767010321
1907,4031.71265526553
1908,4026.20364730561
1909,4019.98992288778
1910,4013.59287882607
1911,4007.35224543546
1912,4001.21171658977
1913,3995.0276623055
1914,3988.26694280214
1915,3982.14283735429
1916,3975.67587874849
1917,3968.919113727
1918,3963.21532701214
1919,3957.19706441686
1920,3950.62772829205
1921,3944.41004030003
1922,3938.24905750112
1923,3931.92567744486
1924,3925.82977920793
1925,3919.49904732201
1926,3912.60776941318
1927,3906.00262513695
1928,3899.34384209176
1929,3892.4575478619
1930,3885.64074675221
1931,3879.11887255372
1932,3872.73568416821
1933,3867.42263213321
1934,3862.45634635209
1935,3857.47568267523
1936,3853.07813859475
1937,3848.87903221881
1938,3845.70986835331
1939,3842.67757546886
1940,3839.76774162077
1941,3836.15281877365
1942,3832.34657104618
1943,3827.39393878501
1944,3822.47300885921
1945,3816.95202418214
1946,3810.80974042744
1947,3804.44560894836
1948,3797.90935988415
1949,3791.87803045495
1950,3786.06117929567
1951,3780.04123868147
1952,3774.6804492301
1953,3768.85985251144
1954,3762.49519745987
1955,3756.24474120605
1956,3750.16906389694
1957,3744.10652724502
1958,3738.03496200753
1959,3732.19665923561
1960,3726.27659420462
1961,3720.26262869341
1962,3714.57130512489
1963,3708.89665511155
1964,3703.36351431526
1965,3697.25247022907
1966,3691.39601687362
1967,3685.36358791238
1968,3679.63939006987
1969,3674.13130557007
1970,3668.79705927763
1971,3662.59290770094
1972,3657.10390125179
1973,3652.1487300722
1974,3645.83776796444
1975,3640.64914638089
1976,3631.22083707661
1977,3625.96993805807
1978,3620.99809858043
1979,3617.22070789063
1980,3613.36354523631
1981,3610.07415228136
1982,3607.1890598788
1983,3604.20144180958
1984,3600.89369156711
1985,3597.89018114265
1986,3594.73892585146
1987,3591.41369985128
1988,3587.59872375799
1989,3583.79165168179
1990,3579.80520304136
1991,3575.68881712584
1992,3571.53480930647
1993,3567.07816304942
1994,3562.50021178937
1995,3558.23072488136
1996,3553.76208849754
1997,3548.97981954831
1998,3544.47808567237
1999,3540.39913697472
2000,3535.25230308596
2001,3530.57991272832
2002,3526.40462685967
2003,3521.71424535828
2004,3517.01273321797
2005,3512.49975305411
2006,3508.05270679999
2007,3502.86256880449
2008,3498.34021413252
2009,3493.68649663902
2010,3489.08808801303
2011,3484.82368090531
2012,3480.62133339959
2013,3475.54362317655
2014,3470.35732744285
2015,3465.53944626697
2016,3460.63982980525
2017,3455.66958790953
2018,3450.9800479096
2019,3447.12014637934
2020,3442.30992041574
2021,3437.77990393925
2022,3433.97997768923
2023,3430.10144809163
2024,3425.30634723672
2025,3420.36137490941
2026,3414.84028629729
2027,3410.00028003905
2028,3405.40154232917
2029,3401.28774590609
2030,3396.60749325736
2031,3392.08674669537
2032,3387.58800505562
2033,3382.74240204829
2034,3377.59164755383
2035,3372.17241457455
2036,3367.09871464113
2037,3362.00292714679
2038,3356.40636989604
2039,3350.82063000678
2040,3344.50977698626
2041,3338.27052576439
2042,3331.8891439246
2043,3325.65639269889
2044,3318.7789947186
2045,3311.97763188318
2046,3304.57630694896
2047,3297.44119004966
2048,3289.91482405599
2049,3282.18485903778
2050,3274.50527130383
2051,3266.97664488856
2052,3259.79251045605
2053,3252.51720966409
2054,3245.15380387988
2055,3237.58163627036
2056,3229.84140426886
2057,3222.28396749466
2058,3214.33671277479
2059,3206.25195760868
2060,3198.65202966486
2061,3191.35636359308
2062,3184.13035548022
2063,3176.29776210211
2064,3168.53871907946
2065,3160.96418359159
2066,3153.51593524916
2067,3146.54623401381
2068,3139.12348376705
2069,3131.63032574886
2070,3124.41723365573
2071,3117.15696511838
2072,3110.14716159887
2073,3102.9832866113
2074,3096.05560832751
2075,3089.02655838009
2076,3081.70987515249
2077,3074.98562412253
2078,3068.65984736948
2079,3062.35389685424
2080,3055.97409835287
2081,3049.76172266156
2082,3043.35293342125
2083,3037.06293046892
2084,3030.08732692812
2085,3023.44305834627
2086,3017.2056031573
2087,3011.0498159532
2088,3004.44283683849
2089,2998.13384719722
2090,2991.44684299695
2091,2985.34168746704
2092,2978.97724904454
2093,2972.11490919854
2094,2966.09924948407
2095,2959.83085083128
2096,2953.7416802817
2097,2948.06229961894
2098,2941.88267828909
2099,2935.77647589875
2100,2930.04371777187
2101,2924.40516951495
2102,2918.29148779133
2103,2911.47476580928
2104,2904.74215836825
2105,2898.34676653668
2106,2892.74200254467
2107,2887.32935389988
2108,2882.35770808702
2109,2877.72508368915
2110,2874.09162620743
2111,2870.63245233806
2112,2866.98765388447
2113,2863.5691815049
2114,2860.69626330039
2115,2858.45644527581
2116,2857.27425912462
2117,2856.42845454565
2118,2855.08316934611
2119,2853.56829950814
2120,2851.74591640234
2121,2849.75830416637
2122,2847.68210062649
2123,2844.73108104225
2124,2841.43946475925
2125,2838.47994728318
2126,2836.45137896872
2127,2834.75285965502
2128,2831.02016998
2129,2827.04073240406
2130,2822.9351089924
2131,2818.96896396613
2132,2814.69003602526
2133,2810.02000609208
2134,2805.05777758954
2135,2799.94217518963
2136,2794.63667166623
2137,2789.76187739496
2138,2784.87819587563
2139,2780.27462658835
2140,2775.35340776941
2141,2770.47727266421
2142,2766.02209729574
2143,2761.52748574743
2144,2756.80167202319
2145,2752.06035994044
2146,2747.20154188317
2147,2742.75136973759
2148,2737.38000896254
2149,2731.88462772786
2150,2726.72571077656
2151,2721.43815343995
2152,2716.35433485036
2153,2710.97249903798
2154,2705.69455753089
2155,2700.40643522118
2156,2695.09851638703
2157,2689.65708584823
2158,2684.28154473837
2159,2678.96095402121
2160,2673.34972080556
2161,2667.55539448716
2162,2661.41582674665
2163,2655.51768962398
2164,2649.98813196869
2165,2643.92278089428
2166,2637.60707191663
2167,2631.89561440822
2168,2625.55656428417
2169,2619.05557358848
2170,2612.63643530386
2171,2605.60943006549
2172,2598.48797434918
2173,2591.62563570989
2174,2584.44835136566
2175,2577.45340985766
2176,2570.61148647416
2177,2564.29755975341
2178,2557.78676026469
2179,2551.32362588502
2180,2545.12360113941
2181,2538.41802129984
2182,2531.5830181679
2183,2524.67765071414
2184,2518.07717411196
2185,2511.25441136088
2186,2504.88831520883
2187,2498.06585511079
2188,2491.10345471816
2189,2484.545051294
2190,2477.935712136
2191,2471.34762074896
2192,2465.16350824269
2193,2458.71834373294
2194,2452.26047133666
2195,2446.11993677372
2196,2439.06045178803
2197,2432.21377709283
2198,2425.73782608484
2199,2419.54025310248
2200,2412.90365060044
2201,2406.20669985206
2202,2399.85105852942
2203,2393.88889701011
2204,2387.77393597662
2205,2382.07694724547
2206,2376.91492043571
2207,2372.74617665901
2208,2369.03088951611
2209,2365.69360719534
2210,2362.56202438567
2211,2359.4244065115
2212,2356.11650247213
2213,2353.22728958226
2214,2350.1652039555
2215,2346.68227544477
2216,2343.55560185641
2217,2340.48358487524
2218,2337.20339588024
2219,2334.86875060911
2220,2332.26242969958
2221,2328.64818472121
2222,2324.76866358005
2223,2320.89439162459
2224,2316.98277088398
2225,2313.45183993393
2226,2309.98612206289
2227,2306.67371798299
2228,2303.08521389448
2229,2299.74043050384
2230,2296.69202896214
2231,2293.52749792645
2232,2289.92300021542
2233,2286.43084790304
2234,2283.04440805738
2235,2279.4893840424
2236,2275.71548032001
2237,2272.60588986192
2238,2269.84237953296
2239,2266.71738496876
2240,2263.26327225904
2241,2260.00643956469
2242,2256.93611858789
2243,2254.63202517246
2244,2252.0954795881
2245,2249.46753228359
2246,2246.77401383423
2247,2244.54320063739
2248,2242.5238767079
2249,2240.17042663775
2250,2238.43232915542
2251,2236.48209293556
2252,2234.31277416032
2253,2232.42807338425
2254,2230.9390440212
2255,2229.02230385611
2256,2227.24513347713
2257,2225.58362140203
2258,2224.23139133629
2259,2222.43650515644
2260,2220.92976789891
2261,2219.5836607128
2262,2218.51287640383
2263,2216.93223029319
2264,2215.46860949254
2265,2213.61943208604
2266,2211.36273805782
2267,2210.00715954287
2268,2211.01857647333
2269,2213.51733731972
2270,2215.60040221875
2271,2217.98623160014
2272,2219.82962089801
2273,2221.4345509116
2274,2223.31154677605
2275,2225.91538149735
2276,2229.06090077
2277,2232.89403484856
2278,2237.06596432084
2279,2241.26130897358
2280,2245.34292955559
2281,2248.80098011657
2282,2252.31105086481
2283,2254.57859438502
2284,2257.42161120793
2285,2260.35010002728
2286,2262.54302232935
2287,2264.85932626597
2288,2266.70071943518
2289,2267.79849649792
2290,2268.17818826572
2291,2267.339836679
2292,2264.54292957526
2293,2261.37499660599
2294,2257.95669562281
2295,2254.55837760947
2296,2251.30523580189
2297,2248.65914906781
2298,2245.69795009392
2299,2242.75682732553
2300,2239.26603844392
2301,2236.7438442728
2302,2234.47804271832
2303,2232.16708283855
2304,2230.12644022176
2305,2227.93333164127
2306,2226.26217467183
2307,2224.89541555946
2308,2223.68217814825
2309,2222.30323749614
2310,2220.85424051421
2311,2219.02894862205
2312,2216.64416097209
2313,2214.22353439413
2314,2212.28481996317
2315,2210.28536314404
2316,2208.60276901537
2317,2207.67416888315
2318,2206.65890983917
2319,2207.16329314706
2320,2206.27984890002
2321,2204.45929547292
2322,2201.48354422898
2323,2198.19832710401
2324,2194.37389635672
2325,2190.2169378988
2326,2187.71671151957
2327,2186.07204118515
2328,2184.16420389812
2329,2182.90626122973
2330,2181.6039305262
2331,2179.93169518534
2332,2178.28468099402
2333,2176.87934767378
2334,2174.63549617646
2335,2172.02405345226
2336,2169.15244986226
2337,2166.47748967945
2338,2163.9050886012
2339,2161.01728404663
2340,2157.52611008185
2341,2154.81726251142
2342,2152.1221790933
2343,2149.56001851125
2344,2147.14297293792
2345,2144.58237324837
2346,2141.82219922397
2347,2139.20041227442
2348,2136.65338892331
2349,2133.77301513004
2350,2130.51303374806
2351,2127.4073699387
2352,2124.02359679533
2353,2120.93253905293
2354,2118.00310054471
2355,2115.26956320244
2356,2112.37602280825
2357,2109.63444795928
2358,2107.26229209935
2359,2104.19682488693
2360,2101.30824692192
2361,2098.69083708494
2362,2096.35710372689
2363,2093.92394080017
2364,2091.25137371986
2365,2088.29096478291
2366,2085.18940365674
2367,2082.39799103836
2368,2079.78385736246
2369,2076.66433115243
2370,2073.0650844691
2371,2069.49600105537
2372,2065.81590498523
2373,2062.21364095667
2374,2059.41411568606
2375,2056.47930723084
2376,2053.38792147465
2377,2050.95756192215
2378,2048.44488777963
2379,2045.88481091976
2380,2043.70044918728
2381,2041.30112083688
2382,2038.8644745893
2383,2036.19891057562
2384,2033.44860452929
2385,2030.65507296756
2386,2028.91038424541
2387,2026.86580970354
2388,2024.33311882872
2389,2021.99108381223
2390,2019.11694055255
2391,2016.59937305528
2392,2013.46300324971
2393,2010.18055431565
2394,2007.18241177762
2395,2004.65465489243
2396,2002.71387554945
2397,2001.51677511126
2398,2000.1591505388
2399,1998.79098207542
2400,1996.45387730138
2401,1993.95162409369
2402,1991.1647487393
2403,1987.83880483944
2404,1986.29474841142
2405,1985.43599811512
2406,1984.06429381971
2407,1981.48949417739
2408,1978.47054518675
2409,1974.92874647532
2410,1970.78804022449
2411,1965.9492593138
2412,1963.17624856929
2413,1961.31109274019
2414,1959.67231028864
2415,1958.32617380125
2416,1956.81679004919
2417,1954.57634108936
2418,1952.28523340695
2419,1950.27556450703
2420,1948.46214659306
2421,1947.44132444017
2422,1946.30321183062
2423,1946.88615118172
2424,1945.50511203963
2425,1943.92823156669
2426,1942.16168873165
2427,1941.20800441128
2428,1940.1530892194
2429,1939.50180631796
2430,1939.32785432771
2431,1939.95502552852
2432,1940.3359766835
2433,1940.28202172748
2434,1939.65301934314
2435,1938.95714368437
2436,1937.15530724169
2437,1933.92174340814
2438,1930.54842434293
2439,1927.68302918683
2440,1925.78927845684
2441,1923.92174628702
2442,1922.20130098208
2443,1919.99373972418
2444,1918.11058239899
2445,1916.19843428617
2446,1914.39199375366
2447,1912.47782537267
2448,1910.9127468871
2449,1908.9320769229
2450,1906.98946193058
2451,1904.97216482584
2452,1903.1606257823
2453,1901.38298042748
2454,1898.93735131698
2455,1896.44249516292
2456,1893.81560186249
2457,1891.73725335057
2458,1889.68687519937
2459,1887.00230809647
2460,1884.2890681491
2461,1881.60177022895
2462,1878.61745998388
2463,1875.41003277421
2464,1871.85918755219
2465,1868.98862097482
2466,1866.44407347997
2467,1863.6364480771
2468,1860.43405994076
2469,1857.04118810654
2470,1853.40827679409
2471,1849.66124714134
2472,1845.79299087673
2473,1841.64027164781
2474,1837.63538529583
2475,1833.46644343127
2476,1828.9024394247
2477,1824.81734534028
2478,1820.76904083867
2479,1816.81253484325
2480,1812.85612866843
2481,1809.28815761992
2482,1805.56280720482
2483,1801.51693412103
2484,1797.70732565982
2485,1793.61667638908
2486,1789.53084466873
2487,1785.34490118441
2488,1781.2034148856
2489,1777.2565980336
2490,1773.43812794576
2491,1769.39189036639
2492,1765.05565358881
2493,1760.93843605578
2494,1757.80020054947
2495,1753.09234044421
2496,1748.89318328357
2497,1744.64230058897
2498,1740.43105603462
2499,1736.31796856774
2500,1732.1560255523
2501,1728.32678643947
2502,1724.65861758689
2503,1721.11480269444
2504,1716.78908776769
2505,1712.0747188436
2506,1707.84203016223
2507,1703.78565048161
2508,1699.47841101927
2509,1694.744765959
2510,1690.51488592288
2511,1686.21777044222
2512,1682.04445503657
2513,1678.05737410818
2514,1674.54355395946
2515,1671.06792194649
2516,1667.49773104043
2517,1664.24118925637
2518,1662.16295176675
2519,1660.09260863954
2520,1658.01966211881
2521,1655.96836835593
2522,1654.81873733634
2523,1653.63637875766
2524,1650.82853647639
2525,1648.0181465993
2526,1644.97878319056
2527,1638.64813840489
2528,1632.71530718486
2529,1622.33337770846
2530,1614.04557292704
2531,1608.55332606862
2532,1603.39543036082
2533,1598.65533096941
2534,1593.68169250616
2535,1589.00365117117
2536,1584.95299032774
2537,1581.02430436944
2538,1577.73658623633
2539,1574.17316570589
2540,1570.91587032964
2541,1567.15248380117
2542,1563.13906949888
2543,1559.00210474171
2544,1555.2326449369
2545,1551.65047607764
2546,1547.99103028112
2547,1544.51537818837
2548,1541.14069413994
2549,1537.75631649951
2550,1534.10663336119
2551,1530.71190083367
2552,1526.85018052525
2553,1522.58613371006
2554,1519.29523706668
2555,1515.86473429019
2556,1512.59044012188
2557,1508.76387024995
2558,1505.10172151776
2559,1501.54176307518
2560,1498.08803187063
2561,1494.46553359392
2562,1490.98174302524
2563,1487.85421800114
2564,1484.64552969021
2565,1481.26893401865
2566,1478.35712890658
2567,1475.63830731106
2568,1472.68619592584
2569,1470.13150477005
2570,1467.32235424392
2571,1465.05496907584
2572,1463.15569879278
2573,1460.51261035421
2574,1458.60081052613
2575,1456.37138433967
2576,1454.80975973815
2577,1453.3664246294
2578,1451.49579094932
2579,1449.79588109335
2580,1448.96730126639
2581,1449.69101982705
2582,1450.75080418315
2583,1451.29745148091
2584,1451.64855777827
2585,1452.23362789436
2586,1452.95584505529
2587,1453.78607264164
2588,1455.19773110472
2589,1456.31332925319
2590,1457.61400164109
2591,1458.53828681948
2592,1459.4793116807
2593,1459.67433703597
2594,1460.16862056751
2595,1459.95781921822
2596,1459.39862241265
2597,1457.56081961386
2598,1455.01224386045
2599,1450.71722664536
2600,1446.30160011481
2601,1442.27808476217
2602,1437.89114611479
2603,1433.33674048928
2604,1428.19725654652
2605,1423.86751864613
2606,1419.58397821814
2607,1414.59436515719
2608,1410.95030347985
2609,1405.72464585854
2610,1400.75644388477
2611,1397.65177748722
2612,1394.04056529038
2613,1390.40562980848
2614,1386.05303946479
2615,1381.5530263686
2616,1375.90721178086
2617,1371.01791721465
2618,1366.51021422719
2619,1362.01237014321
2620,1357.59490416098
2621,1352.66545795551
2622,1349.81300746127
2623,1346.86702377451
2624,1343.22580889792
2625,1340.44522018358
2626,1337.44606747898
2627,1334.02945449958
2628,1330.33612320027
2629,1326.48129969527
2630,1323.60262902058
2631,1322.22173563142
2632,1320.18220090991
2633,1318.7882796658
2634,1317.65567605134
2635,1316.78113527966
2636,1315.94436172506
2637,1315.26400588596
2638,1314.69507096681
2639,1313.31916588699
2640,1311.00747517945
2641,1308.46932672649
2642,1305.27785169954
2643,1302.57241999273
2644,1299.66880152658
2645,1296.36349954184
2646,1293.17371094158
2647,1290.52043714163
2648,1287.91426658816
2649,1285.19299945614
2650,1282.73692750938
2651,1280.48636002304
2652,1278.25609563383
2653,1275.08079307748
2654,1273.21465913137
2655,1271.34932534434
2656,1268.61997134014
2657,1266.65903478305
2658,1265.22281510485
2659,1262.89380636106
2660,1260.95199138255
2661,1259.94938000821
2662,1258.9414005874
2663,1258.97339379928
2664,1258.30585174059
2665,1258.3106829478
2666,1258.3106829478
2667,1258.3106829478
2668,1258.3106829478
2669,1258.3106829478
2670,1258.3106829478
2671,1258.3106829478
2672,1258.3106829478
2673,1258.1967157022
2674,1258.08271520747
2675,1257.96878807454
2676,1257.85488101382
2677,1257.74099402868
2678,1257.62712712667
2679,1257.51322694099
2680,1257.39940020643
2681,1257.28558780914
2682,1257.17180127763
2683,1257.35658769879
2684,1258.51125485553
2685,1259.45739906127
2686,1259.98652006798
2687,1260.6331663983
2688,1260.42071157224
2689,1259.58145506381
2690,1259.17776122601
2691,1259.22104183449
2692,1259.24027844668
2693,1259.18201052064
2694,1259.12368850693
2695,1259.06536655042
2696,1259.00709879748
2697,1258.94877695517
2698,1258.89050931781
2699,1258.83218758978
2700,1258.77386591901
2701,1258.71560419172
2702,1258.65728263542
2703,1258.59901528762
2704,1258.54069384549
2705,1258.48237246081
2706,1258.42410528633
2707,1258.3657840153
2708,1258.30751695708
2709,1258.24919580124
2710,1258.19092885852
2711,1258.13260781711
2712,1258.07429256996
2713,1254.91186400928
2714,1251.80811758844
2715,1249.07741777987
2716,1247.00148559403
2717,1245.03100644053
2718,1245.84616980259
2719,1244.77326456178
2720,1243.23196396263
2721,1241.5878049115
2722,1241.47509458399
2723,1241.47053561703
2724,1241.47070497104
2725,1241.47088233282
2726,1241.4710134534
2727,1241.47120683946
2728,1241.47140823402
2729,1241.47156340974
2730,1241.47178082805
2731,1241.47200625427
2732,1241.47218548613
2733,1241.4724269361
2734,1241.47267639452
2735,1241.47293386119
2736,1241.47314516409
2737,1241.47341865437
2738,1241.47370015316
2739,1242.71450473287
2740,1242.80932484121
2741,1244.94216385869
2742,1244.99422545164
2743,1244.99422545164
2744,1245.9361776249
2745,1247.3929670729
2746,1248.43583924308
2747,1250.31688406436
2748,1253.1257715137
2749,1256.49581563448
2750,1258.77151865406
2751,1259.66000832498
2752,1259.50677176888
2753,1258.90608326302
2754,1258.53925255391
2755,1258.38640827983
2756,1257.97861408586
2757,1257.43642496606
2758,1256.90955846512
2759,1255.99024223228
2760,1254.85269162901
2761,1253.39026226945
2762,1252.02665982093
2763,1250.81619882433
2764,1250.07144335292
2765,1249.22043859087
2766,1247.92403435853
2767,1247.31264181516
2768,1246.43469416733
2769,1245.32211868837
2770,1244.25235967861
2771,1244.03754344464
2772,1244.09082034821
2773,1244.09082034821
2774,1244.09082034821
2775,1243.5281769895
2776,1242.96571273622
2777,1242.40354508575
2778,1240.93178456767
2779,1239.66301959153
2780,1238.16074248548
2781,1236.62487855488
2782,1235.31013267092
2783,1234.17459175664
2784,1232.52311776483
2785,1230.88588139657
2786,1229.5169447334
2787,1227.91891986444
2788,1226.21325972854
2789,1224.53994956635
2790,1223.463486609
2791,1222.98671354061
2792,1222.59255772561
2793,1221.93357715827
2794,1220.48899154525
2795,1219.32122868626
2796,1218.08977139697
2797,1217.08635380757
2798,1215.74582628622
2799,1214.65469675939
2800,1214.18512849729
2801,1213.43340868195
2802,1212.70594314381
2803,1211.89454094223
2804,1210.52064118409
2805,1208.933659033
2806,1206.84634026444
2807,1204.93349994261
2808,1203.06618525982
2809,1200.65238969575
2810,1197.84501704312
2811,1195.81074670262
2812,1193.96261333236
2813,1191.11580728725
2814,1187.46424166078
2815,1184.38755727402
2816,1182.28304322745
2817,1180.19130674488
2818,1177.73690355309
2819,1175.64506672893
2820,1173.74429957466
2821,1171.81806757866
2822,1170.00782398944
2823,1167.47467946482
2824,1165.18209315632
2825,1163.93382918695
2826,1162.57484115259
2827,1160.42703897882
2828,1156.47834921339
2829,1151.77475290958
2830,1147.38850873938
2831,1144.49201840443
2832,1142.49679912611
2833,1140.18158592435
2834,1138.9457815931
2835,1137.49370070455
2836,1136.53839537884
2837,1135.81614423676
2838,1133.94307851576
2839,1130.85478524561
2840,1129.43025600603
2841,1129.20228631984
2842,1128.67964212548
2843,1128.05760609522
2844,1127.8250450169
2845,1128.15922644101
2846,1127.95647909283
2847,1126.91625069264
2848,1125.91084339691
2849,1123.49918187505
2850,1119.15778558838
2851,1117.19425922045
2852,1116.287439266
2853,1114.95176788973
2854,1110.88002546688
2855,1107.50058639433
2856,1106.75886924723
2857,1106.85205613034
2858,1107.09035509689
2859,1108.01422251093
2860,1107.98441727368
2861,1107.10860808667
2862,1105.61636720001
2863,1105.57959606621
2864,1105.53231459367
2865,1105.53231459367
2866,1104.60316336623
2867,1103.67951764667
2868,1102.76139126875
2869,1101.84879802989
2870,1100.94175168873
2871,1100.04026596758
2872,1099.14435454765
2873,1098.25403107101
2874,1097.36931544455
2875,1096.4902086194
2876,1095.61673041381
2877,1094.74889430082
2878,1093.26861508161
2879,1093.32255266408
2880,1094.01822816859
2881,1094.95266183305
2882,1096.50397268238
2883,1097.94372478832
2884,1099.93386581006
2885,1101.37122384392
2886,1102.5054169485
2887,1103.12637942001
2888,1104.07404519605
2889,1104.89851039207
2890,1105.66108271665
2891,1106.12072473864
2892,1106.21629138601
2893,1106.3135587093
2894,1106.92267788436
2895,1107.05379459219
2896,1106.6687548628
2897,1106.51292100786
2898,1106.99959783854
2899,1107.01738347936
2900,1107.97582210232
2901,1106.89001985642
2902,1107.61816705512
2903,1107.13443396718
2904,1107.92919671964
2905,1108.23510695241
2906,1108.43555154447
2907,1109.15864058496
2908,1109.78365742534
2909,1108.93319692448
2910,1107.68018226084
2911,1106.57200789248
2912,1105.84402028569
2913,1105.83385902403
2914,1104.90691300197
2915,1105.28250753768
2916,1105.27856642302
2917,1105.0890647539
2918,1104.89958160036
2919,1104.71007348963
2920,1104.52059037144
2921,1104.3310887718
2922,1104.14159921273
2923,1103.95209764771
2924,1103.76260812442
2925,1103.57312509518
2926,1103.38362358248
2927,1103.1941341126
2928,1103.00463263481
2929,1102.81514967688
2930,1102.62564175754
2931,1099.70602456881
